Status.state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado
LIC-LIC-01,TIM S A,50409428698,010,48352023,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,5M00G7W,WCDMA,,,2130,1940,20,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,-1,X,48,005231003903,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b010,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,48352023,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,5M00G7W,WCDMA,,,2130,1940,140,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,-1,X,48,005231003903,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b011,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,48352023,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,5M00G7W,WCDMA,,,2130,1940,270,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,0,X,48,005231003903,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b012,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,59632012,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,10M0G7W,LTE,,,2655,2535,140,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,-1,X,48,056691903257,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b013,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,59632012,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,10M0G7W,LTE,,,2655,2535,270,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,0,X,48,056691903257,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b014,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,73902008,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,5M00G7W,WCDMA,,,874.5,829.5,20,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,-1,X,48,009990703903,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b021,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,73902008,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,5M00G7W,WCDMA,,,874.5,829.5,140,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,-1,X,48,009990703903,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b022,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,73902008,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,5M00G7W,WCDMA,,,874.5,829.5,270,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,0,X,48,009990703903,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b023,2023-12-31,,
LIC-LIC-01,TIM S A,50409428698,010,59632012,972371,Avenida Henrique Dias,Ao Lado Do Nº762,RN,2408102,10M0G7W,LTE,,,2655,2535,20,FB,Greenfield,sim,760,064101600762,13.42,28,65.2,-1,X,48,056691903257,40,-5.766389,-35.261111,G,2023-10-24,2000-10-09,,4d5c019f5b024,2023-12-31,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,135,FB,Greenfield,NA,760,,16.6,24,69,0,X,45.2,011060703257,49.1,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d7c,2038-04-30,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,235,FB,Greenfield,NA,760,,16.6,24,69,0,X,45.2,011060703257,49.1,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d7d,2038-04-30,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,200KG7W,GSM,,,1875,1780,50,FB,Greenfield,NA,760,,16.6,24,69,-2,X,45.2,023491603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d82,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,200KG7W,GSM,,,1875,1780,135,FB,Greenfield,NA,760,,16.6,24,69,0,X,45.2,023491603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d83,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,200KG7W,GSM,,,1875,1780,235,FB,Greenfield,NA,760,,16.6,24,69,0,X,45.2,023491603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d84,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,10M0G7W,LTE,,,1875,1780,50,FB,Greenfield,NA,760,,16.6,24,69,-2,X,45.2,023491603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d85,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,10M0G7W,LTE,,,1875,1780,135,FB,Greenfield,NA,760,,16.6,24,69,0,X,45.2,023491603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d86,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,10M0G7W,LTE,,,1875,1780,235,FB,Greenfield,NA,760,,16.6,24,69,0,X,45.2,023491603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d87,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,20M0G7W,LTE,,,2640,2520,50,FB,Greenfield,NA,760,,17.9,25,58,-2,X,45.2,018141603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d8b,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,20M0G7W,LTE,,,2640,2520,135,FB,Greenfield,NA,760,,17.9,25,58,0,X,45.2,018141603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d8c,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,20M0G7W,LTE,,,2640,2520,235,FB,Greenfield,NA,760,,17.9,25,58,0,X,45.2,018141603257,40,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d8d,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,50,FB,Greenfield,NA,760,,16.6,24,69,-2,X,45.2,011060703257,49.1,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d8f,2038-04-30,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,5M00G7W,WCDMA,,,885,840,135,FB,Greenfield,NA,760,,14.1,22,68,0,X,45.2,011631703257,60,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63d93,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,5M00G7W,WCDMA,,,885,840,235,FB,Greenfield,NA,760,,14.1,22,68,0,X,45.2,011631703257,60,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63da3,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757862,R INTENDENTE THEODOSIO PAIVA,LOTEAMENTO PLANTA 85 LOTE 22 - ACESSO PELA RUA PROF. JOSINO MACEDO,RN,2408102,5M00G7W,WCDMA,,,885,840,50,FB,Greenfield,NA,760,,14.1,22,68,-2,X,45.2,011631703257,60,-5.8075,-35.2252,G,2024-03-13,2001-03-05,,4d5c019f63da5,2027-08-25,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,200KG7W,GSM,,,1875,1780,350,FB,Greenfield,NA,760,,16.6,24,69,-3,X,40,023491603257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dae,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,200KG7W,GSM,,,1875,1780,150,FB,Greenfield,NA,760,,16.6,24,69,-1,X,40,023491603257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63daf,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,200KG7W,GSM,,,1875,1780,280,FB,Greenfield,NA,760,,16.6,24,69,-1,X,40,023491603257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63db0,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,200KG7W,GSM,,,944.75,899.75,135,FB,Greenfield,NA,760,024731703257,14.83,22,70.26,0,X,40,032101503257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63db1,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,200KG7W,GSM,,,944.75,899.75,255,FB,Greenfield,NA,760,024731703257,14.83,22,70.26,0,X,40,032101503257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63db2,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,5M00D7W,WCDMA,,,2117.5,1927.5,350,FB,Greenfield,NA,760,,16.6,24,69,-3,X,40,001131003257,62.8,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63db3,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,5M00D7W,WCDMA,,,2117.5,1927.5,150,FB,Greenfield,NA,760,,16.6,24,69,-1,X,40,001131003257,62.8,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63db4,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,5M00D7W,WCDMA,,,2117.5,1927.5,280,FB,Greenfield,NA,760,,16.6,24,69,-1,X,40,001131003257,62.8,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63db5,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,5M00G7W,WCDMA,,,885,840,350,FB,Greenfield,NA,760,,14.1,22,68,-3,X,40,011631703257,60,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63db9,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,5M00G7W,WCDMA,,,885,840,150,FB,Greenfield,NA,760,,14.1,22,68,-1,X,40,011631703257,60,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dc1,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,5M00G7W,WCDMA,,,885,840,280,FB,Greenfield,NA,760,,14.1,22,68,-1,X,40,011631703257,60,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dc6,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,20M0G7W,LTE,,,2640,2520,350,FB,Greenfield,NA,760,,17.9,25,58,-3,X,40,018141603257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dce,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,20M0G7W,LTE,,,2640,2520,150,FB,Greenfield,NA,760,,17.9,25,58,-1,X,40,018141603257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dcf,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,20M0G7W,LTE,,,2640,2520,280,FB,Greenfield,NA,760,,17.9,25,58,-1,X,40,018141603257,40,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dd0,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,97692014,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,10M0G7W,LTE,,,798,743,350,FB,Greenfield,NA,760,,14,21,69,-3,X,40,033301503257,60,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dd4,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,97692014,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,10M0G7W,LTE,,,798,743,150,FB,Greenfield,NA,760,,14,21,69,-1,X,40,033301503257,60,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dd5,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,97692014,3757889,AV DEPUTADO ANTONIO FLORENCIO DE QUEIROZ,ATRAS DA PIAZZALLE PIZZARIA - RUA,RN,2408102,10M0G7W,LTE,,,798,743,280,FB,Greenfield,NA,760,,14,21,69,-1,X,40,033301503257,60,-5.88275,-35.18323,G,2023-09-08,2001-03-05,,4d5c019f63dda,2028-04-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,315,FB,Greenfield,não,760,024731703257,13.86,25,68.89,-1,X,39,030861903257,50,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e0e,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,85,FB,Greenfield,não,760,024731703257,13.86,25,68.89,0,X,39,030861903257,50,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e0f,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,200,FB,Greenfield,não,760,024731703257,13.86,25,68.89,0,X,39,030861903257,50,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e10,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,300,FB,Greenfield,não,760,024731703257,13.86,25,68.89,0,X,40,030861903257,50,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e11,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,100,FB,Greenfield,não,760,024731703257,13.86,25,68.89,0,X,40,030861903257,50,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e13,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,885,840,315,FB,Greenfield,não,760,024731703257,14.83,22,70.26,-1,X,39,011631703257,60,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e1c,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,885,840,85,FB,Greenfield,não,760,024731703257,14.83,22,70.26,0,X,39,011631703257,60,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e1d,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,5M00G7W,WCDMA,,,885,840,200,FB,Greenfield,não,760,024731703257,14.83,22,70.26,0,X,39,011631703257,60,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e1e,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,200KG7W,GSM,,,1875,1780,315,FB,Greenfield,não,760,005152003257,17,25,69,-1,X,39,023491603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e23,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,200KG7W,GSM,,,1875,1780,85,FB,Greenfield,não,760,005152003257,17,25,69,0,X,39,023491603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e24,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,200KG7W,GSM,,,1875,1780,200,FB,Greenfield,não,760,005152003257,17,25,69,0,X,39,023491603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e25,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,10M0G7W,LTE,,,1875,1780,315,FB,Greenfield,não,760,005152003257,17,25,69,-1,X,39,023491603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e29,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,10M0G7W,LTE,,,1875,1780,85,FB,Greenfield,não,760,005152003257,17,25,69,0,X,39,023491603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e2a,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,10M0G7W,LTE,,,1875,1780,200,FB,Greenfield,não,760,005152003257,17,25,69,0,X,39,023491603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e2b,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,20M0G7W,LTE,,,2640,2520,315,FB,Greenfield,não,760,005152003257,18.4,25,58,-1,X,39,018141603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e36,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,20M0G7W,LTE,,,2640,2520,85,FB,Greenfield,não,760,005152003257,18.4,25,58,0,X,39,018141603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e37,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757935,AV AYRTON SENA,ESQUINA COM A RUA ROBERTO FREIRE,RN,2408102,20M0G7W,LTE,,,2640,2520,200,FB,Greenfield,não,760,005152003257,18.4,25,58,0,X,39,018141603257,40,-5.85014,-35.2062,G,2023-09-08,2001-03-05,,4d5c019f63e38,2026-06-01,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757943,AV DAS FRONTEIRAS,,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,210,FB,Greenfield,NA,760,,16.6,24,69,0,X,41,001131003257,62.8,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e80,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757943,AV DAS FRONTEIRAS,,RN,2408102,5M00G7W,WCDMA,,,885,840,210,FB,Greenfield,NA,760,,14.1,22,68,0,X,41,011631703257,60,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e84,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757943,AV DAS FRONTEIRAS,,RN,2408102,200KG7W,GSM,,,1875,1780,210,FB,Greenfield,NA,760,,16.6,24,69,0,X,41,023491603257,40,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e85,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757943,AV DAS FRONTEIRAS,,RN,2408102,20M0G7W,LTE,,,2640,2520,210,FB,Greenfield,NA,760,,17.9,25,58,0,X,41,018141603257,40,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e89,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757943,AV DAS FRONTEIRAS,,RN,2408102,20M0G7W,LTE,,,2640,2520,0,FB,Greenfield,NA,760,,17.9,25,58,-1,X,41,018141603257,40,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e8a,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757943,AV DAS FRONTEIRAS,,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,0,FB,Greenfield,NA,760,,16.6,24,69,-1,X,41,001131003257,62.8,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e8b,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,3757943,AV DAS FRONTEIRAS,,RN,2408102,5M00G7W,WCDMA,,,2117.5,1927.5,115,FB,Greenfield,NA,760,,16.6,24,69,-1,X,41,001131003257,62.8,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e8c,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757943,AV DAS FRONTEIRAS,,RN,2408102,5M00G7W,WCDMA,,,885,840,0,FB,Greenfield,NA,760,,14.1,22,68,-1,X,41,011631703257,60,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e90,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757943,AV DAS FRONTEIRAS,,RN,2408102,5M00G7W,WCDMA,,,885,840,115,FB,Greenfield,NA,760,,14.1,22,68,-1,X,41,011631703257,60,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e91,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757943,AV DAS FRONTEIRAS,,RN,2408102,200KG7W,GSM,,,1875,1780,0,FB,Greenfield,NA,760,,16.6,24,69,-1,X,41,023491603257,40,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e96,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,50502011,3757943,AV DAS FRONTEIRAS,,RN,2408102,200KG7W,GSM,,,1875,1780,115,FB,Greenfield,NA,760,,16.6,24,69,-1,X,41,023491603257,40,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63e9f,2027-10-18,,
LIC-LIC-01,CLARO S.A.,50409307637,010,59592012,3757943,AV DAS FRONTEIRAS,,RN,2408102,20M0G7W,LTE,,,2640,2520,115,FB,Greenfield,NA,760,,17.9,25,58,-1,X,41,018141603257,40,-5.7536,-35.2635,G,2023-12-28,2010-09-01,,4d5c019f63ea3,2027-10-18,,
